1	19.992896409	-0.376857219
1.122	19.991058225	-0.422794923
1.258884	19.988744645	-0.474321004
1.412467848	19.985832878	-0.532110643
1.584788925	19.982168507	-0.596918677
1.778133174	19.977557398	-0.669588205
1.995065422	19.971755573	-0.751059782
2.238463403	19.964456537	-0.8423811
2.511555938	19.955275480	-0.944716947
2.817965763	19.943729594	-1.059359127
3.161757586	19.929213645	-1.187735823
3.547492011	19.910969767	-1.33141965
3.980286037	19.888050277	-1.492133275
4.465880933	19.859272214	-1.671751001
5.010718407	19.823162171	-1.872294036
5.622026053	19.777890102	-2.095916305
6.307913231	19.721190989	-2.344876492
7.077478645	19.650273944	-2.621490571
7.94093104	19.561719526	-2.928057327
8.909724627	19.451368216	-3.266747442
9.996711031	19.314206456	-3.639444751
11.21630978	19.144261909	-4.047526917
12.58469957	18.934527087	-4.491572745
14.12003292	18.676940431	-4.970986296
15.84267693	18.362465803	-5.483535876
17.77548352	17.981323419	-6.024821697
19.94409251	17.523433416	-6.587712018
22.37727179	16.979130490	-7.161825019
25.10729895	16.340184517	-7.733179184
28.17038943	15.601107278	-8.284177525
31.60717694	14.760634573	-8.794109305
35.46325252	13.823156478	-9.240317881
39.78976933	12.799760606	-9.60006982
44.64412119	11.708511645	-9.852968485
50.09070397	10.573674255	-9.983531332
56.20176986	9.423815649	-9.98338678
63.05838578	8.289043552	-9.852544242
70.75150884	7.197918547	-9.599392665
79.38319292	6.174693413	-9.239427986
89.06794246	5.237418005	-8.793054801
99.93423144	4.397164634	-8.283008865
112.1262077	3.658309655	-7.731944359
125.805605	3.019577995	-7.160566223
141.1538888	2.475473848	-6.58646386
158.3746633	2.017762616	-6.02361074
177.6963722	1.636777089	-5.482381101
199.3753296	1.322437385	-4.969900106
223.6991198	1.064964955	-4.490562186
250.9904124	0.855325606	-4.046594894
281.6112427	0.685460043	-3.638591128
315.9678143	0.548363091	-3.265969955
354.5158877	0.438064609	-2.927352315
397.766826	0.349553027	-2.62085353
446.2943787	0.278670571	-2.344302485
500.742293	0.221999295	-2.095400249
561.8328527	0.176749568	-1.871830907
630.3764607	0.140657420	-1.671335958
707.2823889	0.111893665	-1.491761745
793.5708404	0.088985601	-1.331087368
890.3864829	0.070750836	-1.187438855
999.0136338	0.056242150	-1.05909387
1120.893297	0.044702049	-0.944480121
1257.642279	0.035525596	-0.842169733
1411.074637	0.028230225	-0.750871191
1583.225743	0.022431313	-0.669419974
1776.379284	0.017822522	-0.596768635
1993.097557	0.014159993	-0.531976842
2236.255458	0.011249690	-0.4742017
2509.078624	0.008937274	-0.422688554
2815.186217	0.007100015	-0.37676239
3158.638935	0.005640340	-0.335819873
3543.992885	0.004480689	-0.299322059
3976.360017	0.003559419	-0.266787745
4461.475939	0.002827543	-0.237787441
5005.776004	0.002246137	-0.211937928
5616.480676	0.001784270	-0.188897346
6301.691319	0.001417368	-0.168360795
7070.49766	0.001125909	-0.150056371
7933.098374	0.000894381	-0.13374163
8900.936376	0.000710462	-0.11920041
9986.850614	0.000564363	-0.10624
11205.24639	0.000448307	-0.094688607
12572.28645	0.000356116	-0.084393087
14106.10539	0.000282883	-0.07521693
15827.05025	0.000224710	-0.067038457
17757.95038	0.000178500	-0.059749209
19924.42033	0.000141793	-0.053252512
22355.19961	0.000112634	-0.047462201
25082.53396	0.000089471	-0.042301476
28142.60311	0.000071072	-0.037701885
31576.00069	0.000056456	-0.033602418
35428.27277	0.000044846	-0.029948696
39750.52205	0.000035624	-0.026692255
44600.08574	0.000028298	-0.023789897
50041.2962	0.000022479	-0.021203123
56146.33433	0.000017856	-0.018897619
62996.18712	0.000014184	-0.0168428
70681.72195	0.000011267	-0.015011411
79304.89203	0.000008950	-0.013379155
88980.08885	0.000007110	-0.011924382
99835.65969	0.000005648	-0.010627792
112015.6102	0.000004486	-0.009472186
